match_id,win,blue_dragons,blue_heralds,blue_towers,blue_kills,blue_firstBlood,blue_voidgrubs,red_dragons,red_heralds,red_towers,red_kills,red_voidgrubs,blue_top_gold,blue_top_cs,blue_top_kills,blue_top_deaths,blue_top_champion,blue_top_tag,red_top_gold,red_top_cs,red_top_kills,red_top_deaths,red_top_champion,red_top_tag,top_gold_diff,blue_jungle_gold,blue_jungle_cs,blue_jungle_kills,blue_jungle_deaths,blue_jungle_champion,blue_jungle_tag,red_jungle_gold,red_jungle_cs,red_jungle_kills,red_jungle_deaths,red_jungle_champion,red_jungle_tag,jungle_gold_diff,blue_middle_gold,blue_middle_cs,blue_middle_kills,blue_middle_deaths,blue_middle_champion,blue_middle_tag,red_middle_gold,red_middle_cs,red_middle_kills,red_middle_deaths,red_middle_champion,red_middle_tag,middle_gold_diff,blue_bottom_gold,blue_bottom_cs,blue_bottom_kills,blue_bottom_deaths,blue_bottom_champion,blue_bottom_tag,red_bottom_gold,red_bottom_cs,red_bottom_kills,red_bottom_deaths,red_bottom_champion,red_bottom_tag,bottom_gold_diff,blue_utility_gold,blue_utility_cs,blue_utility_kills,blue_utility_deaths,blue_utility_champion,blue_utility_tag,red_utility_gold,red_utility_cs,red_utility_kills,red_utility_deaths,red_utility_champion,red_utility_tag,utility_gold_diff,blue_comp,red_comp
KR_8026744945,0,1,0,1,11,0,3,1,0,0,8,0,4657,112,1,3,Yasuo,Fighter,6524,146,2,0,Jax,Fighter,-1867,8656,137,8,0,Viego,Assassin,5498,89,2,3,RekSai,Fighter,3158,5105,102,1,3,Sylas,Mage,5068,113,1,2,Galio,Tank,37,5244,111,0,1,Caitlyn,Marksman,6668,144,2,2,Varus,Marksman,-1424,3871,25,1,1,Rakan,Support,3923,15,1,4,Zyra,Mage,-52,혼합조합,혼합조합
KR_8196699660,0,1,0,1,10,1,0,0,0,0,22,3,4722,83,2,7,Irelia,Fighter,7195,118,6,3,Jax,Fighter,-2473,6933,77,5,5,Pantheon,Fighter,7979,107,6,0,Qiyana,Assassin,-1046,5159,124,1,4,Yone,Assassin,7011,125,4,1,TwistedFate,Mage,-1852,6726,144,1,3,Varus,Marksman,6367,107,4,3,Lucian,Marksman,359,4207,31,1,3,Morgana,Mage,5102,29,2,3,Nautilus,Tank,-895,혼합조합,혼합조합
KR_8222552413,0,0,0,1,8,1,3,2,0,0,20,0,5985,124,3,2,Yone,Assassin,4394,98,1,4,Gnar,Fighter,1591,5044,101,1,4,Nocturne,Assassin,7887,122,7,2,Briar,Fighter,-2843,6017,131,4,6,Xerath,Mage,6691,127,3,2,Hwei,Mage,-674,5101,122,0,2,Ezreal,Marksman,7825,134,4,0,Kaisa,Marksman,-2724,4048,20,0,6,Senna,Marksman,5887,23,5,0,Gragas,Fighter,-1839,암살자조합,브루저조합
KR_8182243478,0,0,0,0,17,0,3,1,0,0,12,0,5775,122,3,1,Yone,Assassin,4335,104,0,1,Akali,Assassin,1440,7108,104,4,2,Zyra,Mage,6096,80,3,4,LeeSin,Fighter,1012,6156,103,3,3,Qiyana,Assassin,5150,105,1,4,Sion,Tank,1006,7701,116,5,4,Kaisa,Marksman,8508,119,7,3,Ezreal,Marksman,-807,4694,22,2,2,TwistedFate,Mage,4589,20,1,5,Rell,Tank,105,암살자조합,혼합조합
KR_8122074958,1,1,0,1,13,1,3,1,0,0,11,0,4875,124,1,3,Rumble,Fighter,6143,134,3,1,Yone,Assassin,-1268,7083,123,5,1,XinZhao,Fighter,5520,93,2,4,MonkeyKing,Fighter,1563,5622,108,2,3,Azir,Mage,5850,104,3,3,Diana,Fighter,-228,5946,101,2,1,Jhin,Marksman,6787,123,3,2,Ezreal,Marksman,-841,4554,14,3,3,Alistar,Tank,4071,22,0,3,Karma,Mage,483,혼합조합,혼합조합
KR_8162508490,0,0,0,0,9,1,3,1,0,0,8,0,5847,123,3,2,KSante,Tank,4319,76,2,3,Shen,Tank,1528,5483,99,1,4,Sylas,Mage,5604,107,2,4,Naafiri,Assassin,-121,5988,138,2,1,Orianna,Mage,6119,126,2,0,Kassadin,Assassin,-131,6504,135,3,1,Ezreal,Marksman,6373,135,1,1,Jinx,Marksman,131,3785,19,0,0,Yuumi,Support,3916,23,1,1,Lulu,Support,-131,혼합조합,암살자조합
KR_8226734413,0,0,0,1,10,1,1,2,0,0,18,2,5567,121,2,4,Jax,Fighter,5636,110,3,3,Sion,Tank,-69,5491,111,1,1,RekSai,Fighter,5815,94,4,1,LeeSin,Fighter,-324,7356,140,6,2,Ahri,Mage,5823,115,4,5,Irelia,Fighter,1533,4825,103,1,5,Lucian,Marksman,8213,131,6,1,Viktor,Mage,-3388,3865,14,0,6,Braum,Support,4491,10,1,0,Nautilus,Tank,-626,혼합조합,혼합조합
KR_8197474720,1,0,0,1,15,1,0,1,0,0,15,3,5928,125,1,4,Malzahar,Mage,5688,110,3,3,Ryze,Mage,240,8858,122,9,3,Hecarim,Fighter,6321,99,5,4,Briar,Fighter,2537,5542,110,2,1,Ahri,Mage,6428,132,2,2,Akshan,Marksman,-886,6590,97,3,3,Kaisa,Marksman,6872,102,5,3,Samira,Marksman,-282,4367,27,0,4,Nautilus,Tank,4374,21,0,3,Leona,Tank,-7,혼합조합,하이퍼캐리
KR_8189600485,0,1,0,1,5,0,0,1,0,1,13,3,6472,134,2,1,Aatrox,Fighter,4546,88,1,4,Nasus,Fighter,1926,6487,122,3,0,Neeko,Mage,6331,106,2,2,LeeSin,Fighter,156,4606,112,0,4,Viktor,Mage,5610,128,2,0,Zed,Assassin,-1004,4735,107,0,5,Senna,Marksman,8046,134,5,0,Zeri,Marksman,-3311,3658,23,0,3,Heimerdinger,Mage,4473,17,3,0,Bard,Support,-815,마법사조합,혼합조합
KR_8225927980,0,1,0,3,8,0,0,0,0,1,20,3,8028,132,4,2,Gangplank,Fighter,5585,123,1,2,Gwen,Fighter,2443,6419,103,3,3,LeeSin,Fighter,6367,126,3,2,Jayce,Fighter,52,4942,127,0,5,Viktor,Mage,5992,127,2,1,Lissandra,Mage,-1050,4070,91,0,8,Varus,Marksman,8439,131,7,1,MissFortune,Marksman,-4369,4155,40,1,2,Karma,Mage,6715,18,7,2,Pantheon,Fighter,-2560,혼합조합,브루저조합
KR_8227325469,1,1,0,0,22,0,0,1,0,1,9,3,6916,114,5,3,Rumble,Fighter,4605,86,1,5,Fiora,Fighter,2311,8191,115,8,0,RekSai,Fighter,6205,84,4,5,LeeSin,Fighter,1986,5749,129,3,1,Viktor,Mage,4273,83,0,4,Mordekaiser,Fighter,1476,6628,100,4,3,Sivir,Marksman,7270,124,4,3,Zeri,Marksman,-642,4595,22,2,2,Thresh,Support,4201,21,0,5,Lulu,Support,394,혼합조합,브루저조합
KR_8177769156,1,0,0,0,15,1,3,2,0,1,12,0,7160,120,4,2,Jayce,Fighter,4520,78,1,5,Kled,Fighter,2640,6756,99,5,2,Talon,Assassin,8029,109,5,2,Khazix,Assassin,-1273,5884,149,1,1,Zoe,Mage,6544,145,3,2,Mel,Unknown,-660,7070,139,4,3,Ezreal,Marksman,6240,118,2,4,Lucian,Marksman,830,4338,16,1,4,Nami,Support,4246,26,1,2,Lulu,Support,92,혼합조합,혼합조합
KR_8207902737,0,0,0,0,7,0,0,2,0,0,13,3,6048,154,1,0,Rumble,Fighter,4845,120,1,1,Jayce,Fighter,1203,6740,76,4,6,Warwick,Fighter,7419,118,7,2,Kindred,Marksman,-679,4936,109,0,4,Syndra,Mage,6061,106,3,1,Katarina,Assassin,-1125,5433,123,0,2,Caitlyn,Marksman,5784,126,1,2,Smolder,Marksman,-351,4124,30,2,1,Rell,Tank,4066,20,1,1,Braum,Support,58,혼합조합,하이퍼캐리
KR_8222757166,0,0,0,2,10,0,3,2,0,0,12,0,5154,116,2,1,Lissandra,Mage,6169,128,1,2,Gnar,Fighter,-1015,5634,108,2,2,Pantheon,Fighter,7356,112,7,0,Evelynn,Assassin,-1722,5250,120,1,3,Viktor,Mage,4647,85,0,3,Zac,Tank,603,7299,142,4,4,Jinx,Marksman,7773,137,4,2,Ezreal,Marksman,-474,4228,27,1,2,Thresh,Support,4503,21,0,3,Karma,Mage,-275,혼합조합,혼합조합
KR_8207194368,0,1,0,3,16,0,0,0,0,0,25,3,5121,92,2,9,Riven,Fighter,7809,142,5,0,Yorick,Fighter,-2688,8584,92,8,4,Zed,Assassin,9083,103,13,3,LeeSin,Fighter,-499,5474,89,3,5,Viktor,Mage,6156,95,1,6,Hwei,Mage,-682,6660,116,3,3,Jhin,Marksman,7615,125,2,4,Caitlyn,Marksman,-955,4023,19,0,4,Bard,Support,5387,22,4,4,Xerath,Mage,-1364,혼합조합,혼합조합
KR_8184802769,1,2,0,0,10,0,3,0,0,0,14,0,5012,102,0,4,Malphite,Tank,6187,117,2,3,Nasus,Fighter,-1175,7453,98,7,5,Briar,Fighter,7777,111,8,1,Diana,Fighter,-324,4613,106,0,0,Galio,Tank,5704,140,1,3,Jayce,Fighter,-1091,6680,141,2,1,Aphelios,Marksman,5440,105,1,2,Ezreal,Marksman,1240,3991,16,1,4,Leblanc,Assassin,4531,24,2,1,Maokai,Tank,-540,혼합조합,브루저조합
KR_8214145778,1,2,0,0,14,1,2,0,0,2,6,1,5177,107,1,2,Sion,Tank,5134,123,1,3,Ambessa,Unknown,43,6229,104,4,0,LeeSin,Fighter,8068,141,5,2,Talon,Assassin,-1839,6212,132,4,2,Singed,Tank,5197,134,0,1,Azir,Mage,1015,7901,151,4,1,Sivir,Marksman,3812,77,0,4,Ezreal,Marksman,4089,4697,11,1,1,Bard,Support,3215,11,0,4,Alistar,Tank,1482,혼합조합,혼합조합
KR_8216609085,0,1,0,0,10,0,2,0,0,0,6,1,6097,138,3,0,Darius,Fighter,4667,119,0,3,KSante,Tank,1430,6665,114,4,0,Viego,Assassin,7380,126,6,1,Naafiri,Assassin,-715,5045,115,1,4,Sylas,Mage,4950,116,0,1,Orianna,Mage,95,6944,136,2,1,Yunara,Unknown,6288,140,0,3,Jinx,Marksman,656,4232,20,0,1,Bard,Support,4003,22,0,2,Lulu,Support,229,혼합조합,혼합조합
KR_8115787525,0,0,0,0,14,1,3,2,0,1,19,0,5850,128,2,2,KSante,Tank,5969,141,2,3,Garen,Fighter,-119,6952,108,3,2,Viego,Assassin,5978,98,4,1,Khazix,Assassin,974,6310,101,5,6,Vex,Mage,6138,85,5,5,Akali,Assassin,172,6629,109,4,3,Ezreal,Marksman,7624,118,7,3,Xayah,Marksman,-995,4273,31,0,6,Nautilus,Tank,4988,21,1,2,Leona,Tank,-715,혼합조합,암살자조합
KR_8227185928,0,1,0,1,8,0,2,1,0,0,12,1,5890,132,1,2,Rumble,Fighter,5722,128,2,2,Yone,Assassin,168,6704,121,4,0,Naafiri,Assassin,6326,112,3,0,Khazix,Assassin,378,4832,114,1,4,Belveth,Fighter,6130,134,3,1,Orianna,Mage,-1298,6493,122,2,1,Yunara,Unknown,7745,134,4,2,Zeri,Marksman,-1252,3675,21,0,5,Rell,Tank,4052,14,0,3,Alistar,Tank,-377,혼합조합,암살자조합
KR_8223085925,0,1,0,1,7,0,1,1,0,0,10,2,6232,131,4,2,Renekton,Fighter,5088,111,2,4,Rumble,Fighter,1144,5741,124,1,1,FiddleSticks,Unknown,6725,135,3,1,Belveth,Fighter,-984,4906,105,1,5,Nunu,Tank,7165,126,4,2,XinZhao,Fighter,-2259,5372,111,1,1,Kaisa,Marksman,6734,150,1,0,Smolder,Marksman,-1362,3762,32,0,1,Braum,Support,3760,21,0,0,Yuumi,Support,2,혼합조합,브루저조합
KR_8222723075,0,0,0,1,9,0,0,0,0,0,9,3,3818,68,1,8,Varus,Marksman,7192,124,8,2,Olaf,Fighter,-3374,5833,104,2,1,Pantheon,Fighter,5023,98,0,3,Zac,Tank,810,7187,146,5,0,Zoe,Mage,5132,119,1,2,Ekko,Assassin,2055,5916,140,1,0,Nilah,Fighter,6305,148,0,0,Tristana,Marksman,-389,3779,23,0,0,Galio,Tank,3417,21,0,2,Alistar,Tank,362,혼합조합,혼합조합
KR_8224153512,0,1,0,1,11,0,3,1,0,0,15,0,5749,89,4,3,JarvanIV,Tank,6727,143,2,1,Malphite,Tank,-978,6799,117,4,4,Viego,Assassin,7829,101,8,2,Kayn,Fighter,-1030,6667,157,1,1,Syndra,Mage,6325,129,4,2,Xerath,Mage,342,5193,110,1,3,Smolder,Marksman,5598,121,1,3,Lucian,Marksman,-405,3950,16,1,4,Rakan,Support,4172,24,0,3,Neeko,Mage,-222,혼합조합,혼합조합
KR_8225139451,0,0,0,0,10,1,3,2,0,0,15,0,5490,139,1,1,Rengar,Assassin,5670,147,1,2,KSante,Tank,-180,5613,97,1,3,Nocturne,Assassin,6663,135,2,1,LeeSin,Fighter,-1050,5195,142,1,4,Orianna,Mage,6882,126,5,0,Akali,Assassin,-1687,7801,133,4,4,Zeri,Marksman,5578,110,1,4,Ashe,Marksman,2223,4889,21,3,3,Seraphine,Mage,6098,20,6,3,Cassiopeia,Mage,-1209,암살자조합,혼합조합
KR_8223851116,0,0,0,0,11,1,1,1,0,0,4,2,5962,120,3,2,Vayne,Marksman,5115,120,1,4,Jayce,Fighter,847,5228,93,1,1,Vi,Fighter,5261,111,1,2,XinZhao,Fighter,-33,6725,140,5,0,Aurora,Unknown,6416,126,2,1,TwistedFate,Mage,309,6287,129,2,0,Jhin,Marksman,5990,133,0,3,Zeri,Marksman,297,4279,30,0,1,Taric,Support,3682,18,0,1,Lulu,Support,597,하이퍼캐리,혼합조합
KR_8144445323,1,1,0,0,22,1,3,0,0,4,7,0,6563,114,3,2,Fiora,Fighter,4382,74,2,5,Camille,Fighter,2181,8295,131,7,0,Naafiri,Assassin,4254,67,0,5,Ivern,Support,4041,8609,152,6,2,Irelia,Fighter,4480,89,1,5,AurelionSol,Mage,4129,8594,111,6,1,Varus,Marksman,5282,88,3,4,Ezreal,Marksman,3312,4527,21,0,2,Nautilus,Tank,4005,26,1,3,Leona,Tank,522,혼합조합,혼합조합
KR_8225734328,1,0,0,0,20,0,3,2,0,2,13,0,7308,123,4,2,Jayce,Fighter,4705,78,3,6,Quinn,Marksman,2603,6302,83,4,2,Viego,Assassin,6502,118,3,3,XinZhao,Fighter,-200,5351,104,1,3,TwistedFate,Mage,5998,136,3,2,Anivia,Mage,-647,7266,116,4,4,Cassiopeia,Mage,6195,127,3,5,Ashe,Marksman,1071,6799,18,7,2,Senna,Marksman,4278,25,1,4,Braum,Support,2521,혼합조합,하이퍼캐리
KR_8224237816,1,0,0,0,8,0,3,2,0,0,9,0,5057,143,0,2,Jayce,Fighter,4984,106,2,1,Sion,Tank,73,6216,114,3,3,RekSai,Fighter,6329,100,4,2,Pantheon,Fighter,-113,5661,120,1,1,TwistedFate,Mage,5783,133,1,2,Veigar,Mage,-122,7746,155,4,1,MissFortune,Marksman,6166,124,2,2,Samira,Marksman,1580,3798,24,0,2,Leona,Tank,3728,16,0,1,Alistar,Tank,70,혼합조합,혼합조합
KR_8200626512,1,2,0,0,14,0,0,0,0,3,12,3,6811,135,4,2,Jayce,Fighter,4440,82,2,4,Zac,Tank,2371,6024,106,2,2,XinZhao,Fighter,6814,90,4,2,Talon,Assassin,-790,5656,110,2,4,Viktor,Mage,5750,96,2,4,TwistedFate,Mage,-94,8207,137,5,2,Ezreal,Marksman,5581,87,3,3,Jinx,Marksman,2626,5010,21,1,2,Karma,Mage,4158,21,1,1,Lulu,Support,852,혼합조합,혼합조합
KR_8227670752,0,0,0,2,9,1,0,2,0,0,13,3,4058,76,0,5,Vayne,Marksman,6580,107,5,2,Malphite,Tank,-2522,5950,97,3,3,Ashe,Marksman,7279,98,5,1,Graves,Marksman,-1329,5057,110,0,1,Malzahar,Mage,6138,145,0,0,KogMaw,Marksman,-1081,6365,118,2,3,Jhin,Marksman,6569,117,3,4,Varus,Marksman,-204,5310,51,4,1,Ezreal,Marksman,4066,23,0,2,Lulu,Support,1244,하이퍼캐리,하이퍼캐리
KR_8194900429,1,1,0,0,8,0,2,1,0,0,6,1,4991,120,1,1,Kayle,Fighter,4939,126,1,1,Rumble,Fighter,52,5940,109,2,0,JarvanIV,Tank,5681,109,1,2,Ivern,Support,259,6206,120,3,2,Briar,Fighter,5205,108,0,4,TwistedFate,Mage,1001,5298,117,2,2,Corki,Marksman,6303,139,2,0,Samira,Marksman,-1005,3475,33,0,1,Leona,Tank,4000,21,2,1,Rell,Tank,-525,혼합조합,혼합조합
KR_8213496122,0,1,0,1,11,1,0,1,0,1,10,3,4253,110,0,2,Darius,Fighter,5930,144,2,0,Rumble,Fighter,-1677,5575,113,2,1,LeeSin,Fighter,6951,124,4,1,Olaf,Fighter,-1376,4279,108,0,2,Akali,Assassin,6481,149,1,0,Galio,Tank,-2202,7353,125,6,3,Ashe,Marksman,5518,103,1,6,Jhin,Marksman,1835,5126,26,3,2,Seraphine,Mage,4642,8,2,4,Bard,Support,484,혼합조합,혼합조합
KR_8186718054,1,1,0,1,23,0,0,1,0,0,12,3,6781,125,8,1,Rumble,Fighter,4691,91,1,9,Olaf,Fighter,2090,8010,112,8,2,Sylas,Mage,6487,100,3,3,Fizz,Assassin,1523,5954,99,4,1,Zed,Assassin,6379,132,2,3,Malzahar,Mage,-425,3788,68,0,5,Caitlyn,Marksman,6623,115,4,5,Ezreal,Marksman,-2835,5360,33,3,3,Morgana,Mage,4708,18,2,3,Zilean,Support,652,혼합조합,혼합조합
KR_8167071289,0,1,0,1,15,1,3,1,0,0,14,0,6031,123,4,2,Rumble,Fighter,5064,108,1,4,KSante,Tank,967,7034,103,5,4,Viego,Assassin,5494,96,2,4,Graves,Marksman,1540,6121,148,1,1,Ahri,Mage,5481,130,1,2,Orianna,Mage,640,5873,106,5,4,Kaisa,Marksman,7890,124,3,2,Yunara,Unknown,-2017,3920,15,0,3,Braum,Support,6871,20,7,3,Pantheon,Fighter,-2951,혼합조합,혼합조합
KR_8226042801,0,1,0,1,14,1,3,0,0,0,18,0,4563,110,0,8,Irelia,Fighter,7622,135,7,1,Garen,Fighter,-3059,7774,120,7,3,Karthus,Mage,8416,126,8,2,Taliyah,Mage,-642,6063,132,2,3,Yasuo,Fighter,5002,86,1,2,Galio,Tank,1061,6457,117,3,2,Ashe,Marksman,5511,115,1,6,Lucian,Marksman,946,4952,15,2,3,Rell,Tank,4888,23,1,3,Nami,Support,64,혼합조합,혼합조합
KR_8225968432,1,2,0,2,26,1,0,0,0,2,18,3,5803,103,4,5,Nasus,Fighter,6730,121,4,2,DrMundo,Fighter,-927,5933,91,2,3,Zed,Assassin,7948,125,6,1,Talon,Assassin,-2015,6192,69,8,3,Sylas,Mage,5329,78,3,8,JarvanIV,Tank,863,9346,134,10,3,Kalista,Marksman,5564,82,3,6,Yone,Assassin,3782,5310,16,2,4,Thresh,Support,5730,29,2,9,Ashe,Marksman,-420,혼합조합,암살자조합
KR_8173341769,1,2,0,0,19,1,0,0,0,2,15,3,5329,134,1,3,Jax,Fighter,5621,118,2,1,Shen,Tank,-292,7655,95,9,4,LeeSin,Fighter,6746,105,5,5,JarvanIV,Tank,909,6264,109,3,3,Veigar,Mage,5832,112,2,2,Ahri,Mage,432,8044,132,5,2,Ashe,Marksman,5755,92,2,5,Yunara,Unknown,2289,5494,23,1,3,Lulu,Support,6164,13,4,6,Nunu,Tank,-670,혼합조합,전체탱커
KR_8226271294,0,0,0,1,15,0,0,2,0,0,20,3,5698,102,4,4,Kennen,Mage,5581,109,3,5,Yasuo,Fighter,117,7012,85,6,3,XinZhao,Fighter,6290,93,4,3,Nidalee,Assassin,722,5454,130,1,2,Viktor,Mage,6173,114,5,1,Xerath,Mage,-719,7001,120,4,3,Ezreal,Marksman,8386,116,7,3,Zeri,Marksman,-1385,3803,15,0,8,Nautilus,Tank,4621,16,1,3,Rakan,Support,-818,혼합조합,혼합조합
KR_8185933279,1,1,0,0,22,0,3,1,0,2,12,0,5540,123,2,5,Irelia,Fighter,5663,103,3,2,Kennen,Mage,-123,6392,98,3,1,Shen,Tank,7281,88,6,6,Vi,Fighter,-889,7522,134,7,1,Aurora,Unknown,4843,98,1,6,Yone,Assassin,2679,7835,128,7,2,Aphelios,Marksman,5090,110,2,5,Jhin,Marksman,2745,6019,24,3,3,Pyke,Support,3772,38,0,3,Hwei,Mage,2247,혼합조합,혼합조합
KR_8217883066,1,1,0,0,24,1,0,0,0,7,5,3,5532,100,2,4,Darius,Fighter,5103,88,3,3,Jax,Fighter,429,6796,130,4,1,Talon,Assassin,5065,94,1,6,Skarner,Fighter,1731,7043,135,3,0,Yone,Assassin,4039,92,0,4,Akali,Assassin,3004,12212,142,12,0,Tristana,Marksman,3937,71,1,9,Zeri,Marksman,8275,6134,7,3,0,Elise,Mage,3521,47,0,2,Lulu,Support,2613,암살자조합,혼합조합
KR_8203886679,0,0,0,0,15,1,3,2,0,0,12,0,5752,127,1,1,Ambessa,Unknown,4891,119,1,4,Renekton,Fighter,861,6116,87,5,2,Elise,Mage,6710,106,3,1,Khazix,Assassin,-594,5125,132,1,2,Leblanc,Assassin,5546,132,1,1,Ahri,Mage,-421,6811,111,8,4,Ashe,Marksman,7429,113,6,2,Smolder,Marksman,-618,4263,18,0,3,Thresh,Support,4818,15,1,7,Morgana,Mage,-555,혼합조합,혼합조합
KR_8219684682,1,1,0,0,21,0,3,0,0,2,15,0,7703,153,4,1,Irelia,Fighter,4577,98,1,6,Kled,Fighter,3126,8934,125,10,1,LeeSin,Fighter,5560,85,3,3,JarvanIV,Tank,3374,6144,121,3,5,Ahri,Mage,6176,133,3,6,Lissandra,Mage,-32,7941,128,4,6,Caitlyn,Marksman,7385,108,7,4,Zeri,Marksman,556,4374,28,0,4,Karma,Mage,4470,8,1,2,Yuumi,Support,-96,혼합조합,혼합조합
KR_8227937677,1,0,0,0,11,0,0,2,0,2,17,3,7000,144,6,2,Teemo,Marksman,3968,80,0,5,Annie,Mage,3032,6146,109,2,1,Naafiri,Assassin,5694,92,4,1,Belveth,Fighter,452,6427,149,2,6,Irelia,Fighter,8069,125,7,1,Jayce,Fighter,-1642,5676,127,1,4,Caitlyn,Marksman,6549,125,4,1,Jhin,Marksman,-873,3766,22,0,4,Karma,Mage,4552,19,2,3,Bard,Support,-786,하이퍼캐리,혼합조합
KR_8133165083,1,1,0,0,7,1,3,1,0,0,10,0,5029,129,0,3,Gangplank,Fighter,5338,125,0,0,Kennen,Mage,-309,6727,115,4,1,Naafiri,Assassin,7423,100,7,1,LeeSin,Fighter,-696,6208,136,2,4,Lux,Mage,5670,100,2,3,TwistedFate,Mage,538,5310,127,0,1,Caitlyn,Marksman,6120,135,0,1,Aphelios,Marksman,-810,3961,25,1,1,Karma,Mage,3952,10,1,2,Milio,Support,9,혼합조합,혼합조합
KR_8211740141,1,1,0,0,17,1,3,1,0,3,10,0,5681,133,1,2,Yasuo,Fighter,5480,152,0,3,KSante,Tank,201,7020,129,3,1,Nidalee,Assassin,6904,104,3,3,Jayce,Fighter,116,6459,134,3,2,Annie,Mage,5589,127,2,2,Akali,Assassin,870,9107,130,5,4,Draven,Marksman,6237,101,3,6,Ezreal,Marksman,2870,6391,28,5,1,Camille,Fighter,4744,18,2,4,Nautilus,Tank,1647,혼합조합,혼합조합
KR_8227003892,1,0,0,0,16,1,0,1,0,2,11,3,6450,138,3,2,Malphite,Tank,4680,114,0,5,Jayce,Fighter,1770,6608,93,5,1,LeeSin,Fighter,8861,132,7,2,Belveth,Fighter,-2253,5777,107,2,3,TwistedFate,Mage,5193,125,1,4,Sylas,Mage,584,8099,133,4,3,Yunara,Unknown,6313,120,3,3,Jinx,Marksman,1786,4999,15,2,2,Lulu,Support,3941,19,0,2,Thresh,Support,1058,혼합조합,혼합조합
KR_8224251840,1,0,0,1,15,1,3,2,0,1,7,0,4788,86,1,5,Aatrox,Fighter,6727,125,4,3,Darius,Fighter,-1939,6161,113,4,1,LeeSin,Fighter,6055,99,2,0,Vi,Fighter,106,6465,158,3,0,Cassiopeia,Mage,5884,146,1,3,Sion,Tank,581,8603,138,6,1,Zeri,Marksman,5508,123,0,5,Jinx,Marksman,3095,4590,20,1,1,Rell,Tank,3748,37,0,4,Nautilus,Tank,842,혼합조합,혼합조합
KR_8207161077,0,1,0,1,12,1,0,0,0,0,25,3,5263,94,2,7,Ambessa,Unknown,7386,142,6,0,Naafiri,Assassin,-2123,6772,114,4,4,Viego,Assassin,6350,86,5,3,LeeSin,Fighter,422,5915,100,3,6,Ryze,Mage,7718,116,7,3,Brand,Mage,-1803,5607,100,2,5,Yunara,Unknown,7618,132,6,2,Jinx,Marksman,-2011,4892,13,1,4,Nautilus,Tank,5257,16,1,4,Alistar,Tank,-365,혼합조합,혼합조합
KR_8227056293,0,0,0,2,9,0,3,1,0,0,18,0,5537,114,1,2,Riven,Fighter,5828,125,2,5,Pantheon,Fighter,-291,7302,99,6,3,Ambessa,Unknown,5976,91,4,1,Skarner,Fighter,1326,4519,94,1,7,Viktor,Mage,7606,140,6,2,Ahri,Mage,-3087,5287,122,0,4,Jhin,Marksman,6506,123,4,0,Smolder,Marksman,-1219,4285,20,1,2,Neeko,Mage,4369,17,2,2,Karma,Mage,-84,혼합조합,혼합조합
KR_8214534813,1,2,0,0,25,1,3,0,0,1,6,0,5912,139,1,4,Jayce,Fighter,5495,110,3,3,Akali,Assassin,417,9101,118,14,0,LeeSin,Fighter,5453,92,1,6,Zyra,Mage,3648,6524,127,1,0,Viktor,Mage,4247,100,0,5,Irelia,Fighter,2277,6629,117,6,1,Varus,Marksman,6422,132,2,4,Smolder,Marksman,207,4530,21,3,1,Blitzcrank,Tank,3335,21,0,7,Thresh,Support,1195,혼합조합,혼합조합
KR_8209892288,1,2,0,1,11,1,0,0,0,0,9,3,5697,104,4,0,Ornn,Tank,4926,102,1,5,Vayne,Marksman,771,5592,111,0,2,Graves,Marksman,5617,105,1,1,RekSai,Fighter,-25,6001,119,5,0,Aurora,Unknown,5146,121,1,1,Xerath,Mage,855,6299,117,1,4,Ashe,Marksman,7678,116,5,2,Lucian,Marksman,-1379,4003,29,1,3,Seraphine,Mage,4141,16,1,2,Milio,Support,-138,하이퍼캐리,하이퍼캐리
KR_8223961152,1,0,0,0,11,0,3,2,0,0,8,0,6141,112,4,0,Vayne,Marksman,5219,123,1,5,Annie,Mage,922,5940,123,1,2,Zac,Tank,5749,117,2,1,LeeSin,Fighter,191,6067,141,2,1,Lucian,Marksman,5544,136,1,2,Ryze,Mage,523,6252,110,3,4,Xerath,Mage,6393,132,4,1,Caitlyn,Marksman,-141,4259,20,1,1,Nautilus,Tank,3859,19,0,2,Bard,Support,400,하이퍼캐리,혼합조합
KR_8226689435,1,1,0,1,14,1,0,0,0,0,22,3,4821,78,3,10,Yone,Assassin,7942,127,9,1,Darius,Fighter,-3121,4465,82,0,3,Sylas,Mage,7287,116,3,3,Jayce,Fighter,-2822,6488,139,3,2,Xerath,Mage,5941,109,4,5,Vex,Mage,547,7973,128,6,4,Caitlyn,Marksman,5340,101,1,2,Ezreal,Marksman,2633,4525,16,2,3,Nautilus,Tank,5783,12,5,3,Heimerdinger,Mage,-1258,혼합조합,혼합조합
KR_8226361924,0,0,0,0,8,0,0,0,0,0,10,3,5134,92,2,5,Jayce,Fighter,6247,114,2,2,Anivia,Mage,-1113,6072,89,3,2,Nocturne,Assassin,6890,109,6,2,Naafiri,Assassin,-818,5729,147,0,1,Ahri,Mage,5814,133,2,2,Talon,Assassin,-85,6656,141,3,1,Tristana,Marksman,6211,142,0,1,Yunara,Unknown,445,3825,12,0,1,Camille,Fighter,3594,10,0,1,Bard,Support,231,혼합조합,암살자조합
